date,close,volume,SMA_15,SMA_ratio,SMA15_Volume,SMA_Volume_Ratio,Stochastic_15,Stochastic_Ratio,RSI_15,RSI_ratio,MACD,price_pct_variation,title_vader_compound,title_roberta_neg,title_roberta_neu,title_roberta_pos
2018-01-02,64.4000015258789,219072.0,64.57333374023438,0.994017005462342,348265.26666666666,0.5550613813723217,43.37074876001036,1.1452539568102793,49.27835400216612,0.8176257175548076,0.1089051295048193,0.0310721859496125,0.20095,0.5053983,0.47668618,0.017915605
2018-01-03,66.19999694824219,256706.0,64.4846669514974,0.9936616476264511,329124.0,0.6118137844702909,49.21348738408047,1.0757236078857708,42.185655128144205,1.0016081479354462,0.1679480249403013,2.7631152280208413,-0.6124,0.8245331,0.16909799,0.006368971
2018-01-04,66.68000030517578,306794.0,64.4653335571289,0.9908292711710714,310316.6666666667,0.6915142596272624,94.32611577551924,1.0556816606850834,48.48167108452408,1.2914961207287774,-0.1796071667538683,0.3310280224703236,0.2287,0.6664389,0.31390268,0.019658435
2018-01-05,67.37999725341797,176037.0,64.6153335571289,0.9891515296536832,300906.3333333333,0.8115575278685837,81.71846843077198,0.9695735248712076,64.11541719914422,1.0508229717487294,-0.4748647626552156,0.7476076862046327,-0.03848,0.16837658,0.74332225,0.08830117
2018-01-08,68.12000274658203,271314.0,64.90866673787436,0.987053948320396,281487.0,0.8720772184861112,94.5154847384248,0.9318929856808972,80.47087702576398,0.9363495282808186,-0.773145026037497,1.6716458904209424,-0.3027,0.50216734,0.47440568,0.023426997
2018-01-09,69.86000061035156,309944.0,65.23933359781901,0.9802171680559204,267348.8,0.9200886631995356,93.45345161606518,1.123473795978547,81.87658342825118,1.221350425395198,-1.069095281334782,2.5242166658493117,0.0,0.18818508,0.7649375,0.046877407
2018-01-10,69.9800033569336,382434.0,65.66800028483073,0.9707308523470272,261203.86666666667,1.0113135129699458,98.1208137542096,1.189794854786725,84.75672973902543,1.1798473148729327,-1.5596868484878996,0.1717760457108409,0.1133333333333333,0.04471811,0.8840574,0.0712245
2018-01-11,71.13999938964844,340175.0,66.09066721598307,0.9661813108939346,245947.66666666663,1.1762851988837733,91.25684313107284,1.121328643159645,84.60696589514926,1.1819357772967165,-1.805878882844809,1.628570556640625,0.31718,0.16763708,0.717416,0.11494694
2018-01-16,69.54000091552734,188272.0,67.22466735839843,0.958216918441974,249137.46666666667,1.2367437307703215,76.24703647474938,1.0142868962797258,74.7137339977505,0.910381776531043,-1.7551944370555643,-0.2009176076855419,-0.31245,0.8773222,0.11592109,0.0067565925
2018-01-17,69.58000183105469,302817.0,67.54533386230469,0.9636667889105536,249768.8,1.1361899484643398,74.10926613306222,0.8272394970630581,72.97037725784872,0.6090751633007897,-1.508893067047211,0.3461285056816656,-0.6597,0.9732179,0.02461912,0.0021631836
2018-01-18,68.0999984741211,365268.0,67.8260004679362,0.9687767734493472,257251.46666666667,1.0412434318482668,74.58433627681103,0.6900870134418804,71.32724373319235,0.6008518160593557,-1.3106802474835604,-2.127052770891196,0.0769499999999999,0.2745071,0.6762567,0.049236123
2018-01-19,69.05999755859375,283184.0,68.00800018310547,0.979885876113778,271021.2,1.0068585040579852,57.00710339956498,0.4640254607832865,62.02640642939151,0.0206698980490248,-0.8321103930651219,1.2313050760188295,-0.12005,0.8146713,0.1756424,0.009686334
2018-01-22,68.5999984741211,166952.0,68.26533355712891,0.9864932594960824,278589.5333333333,0.9614316690050332,68.40851501844148,0.3928393144483054,65.8978616326905,0.5024827075722897,-0.7182731875417971,-0.8670498563314385,0.0,0.020260092,0.8192097,0.1605303
2018-01-24,68.36000061035156,152927.0,68.86133321126302,1.0002517938138986,267252.26666666666,0.949713179857034,61.09585232842753,0.481420003669515,69.37714824259896,0.572976849324868,-0.4504219479359648,-0.6106399773181358,-0.3645,0.34004387,0.603718,0.05623817
2018-01-25,67.55999755859375,273064.0,69.00533345540364,1.005908673327966,260333.66666666663,0.8598004355948328,36.12168734289763,0.5484353083782042,60.50585563521396,0.5538882653194248,-0.2791721430666172,-1.2280759481669654,-0.1807666666666666,0.501886,0.47441053,0.0237034
